 1.00000000e+00  4.51374556e+01  1.00000000e+00 -6.21951516e-05  1.00000000e+00  1.00000000e+00  0.00000000e+00 
 1.02329299e+00  4.51374556e+01  1.02329299e+00 -6.36438628e-05  1.02329299e+00  1.02329299e+00  0.00000000e+00 
 1.04712855e+00  4.51374556e+01  1.04712855e+00 -6.51263188e-05  1.04712855e+00  1.04712855e+00  0.00000000e+00 
 1.07151931e+00  4.51374556e+01  1.07151931e+00 -6.66433056e-05  1.07151931e+00  1.07151931e+00  0.00000000e+00 
 1.09647820e+00  4.51374556e+01  1.09647820e+00 -6.81956276e-05  1.09647820e+00  1.09647820e+00  0.00000000e+00 
 1.12201845e+00  4.51374556e+01  1.12201845e+00 -6.97841079e-05  1.12201845e+00  1.12201845e+00  0.00000000e+00 
 1.14815362e+00  4.51374556e+01  1.14815362e+00 -7.14095885e-05  1.14815362e+00  1.14815362e+00  0.00000000e+00 
 1.17489755e+00  4.51374556e+01  1.17489755e+00 -7.30729315e-05  1.17489755e+00  1.17489755e+00  0.00000000e+00 
 1.20226443e+00  4.51374556e+01  1.20226443e+00 -7.47750188e-05  1.20226443e+00  1.20226443e+00  0.00000000e+00 
 1.23026877e+00  4.51374556e+01  1.23026877e+00 -7.65167527e-05  1.23026877e+00  1.23026877e+00  0.00000000e+00 
 1.25892541e+00  4.51374556e+01  1.25892541e+00 -7.82990568e-05  1.25892541e+00  1.25892541e+00  0.00000000e+00 
 1.28824955e+00  4.51374556e+01  1.28824955e+00 -8.01228761e-05  1.28824955e+00  1.28824955e+00  0.00000000e+00 
 1.31825674e+00  4.51374556e+01  1.31825674e+00 -8.19891777e-05  1.31825674e+00  1.31825674e+00  0.00000000e+00 
 1.34896288e+00  4.51374556e+01  1.34896288e+00 -8.38989509e-05  1.34896288e+00  1.34896288e+00  0.00000000e+00 
 1.38038426e+00  4.51374556e+01  1.38038426e+00 -8.58532085e-05  1.38038426e+00  1.38038426e+00  0.00000000e+00 
 1.41253754e+00  4.51374556e+01  1.41253754e+00 -8.78529866e-05  1.41253754e+00  1.41253754e+00  0.00000000e+00 
 1.44543977e+00  4.51374556e+01  1.44543977e+00 -8.98993456e-05  1.44543977e+00  1.44543977e+00  0.00000000e+00 
 1.47910839e+00  4.51374556e+01  1.47910839e+00 -9.19933703e-05  1.47910839e+00  1.47910839e+00  0.00000000e+00 
 1.51356125e+00  4.51374556e+01  1.51356125e+00 -9.41361712e-05  1.51356125e+00  1.51356125e+00  0.00000000e+00 
 1.54881662e+00  4.51374556e+01  1.54881662e+00 -9.63288843e-05  1.54881662e+00  1.54881662e+00  0.00000000e+00 
 1.58489319e+00  4.51374556e+01  1.58489319e+00 -9.85726722e-05  1.58489319e+00  1.58489319e+00  0.00000000e+00 
 1.62181010e+00  4.51374556e+01  1.62181010e+00 -1.00868725e-04  1.62181010e+00  1.62181010e+00  0.00000000e+00 
 1.65958691e+00  4.51374556e+01  1.65958691e+00 -1.03218259e-04  1.65958691e+00  1.65958691e+00  0.00000000e+00 
 1.69824365e+00  4.51374556e+01  1.69824365e+00 -1.05622521e-04  1.69824365e+00  1.69824365e+00  0.00000000e+00 
 1.73780083e+00  4.51374556e+01  1.73780083e+00 -1.08082786e-04  1.73780083e+00  1.73780083e+00  0.00000000e+00 
 1.77827941e+00  4.51374556e+01  1.77827941e+00 -1.10600357e-04  1.77827941e+00  1.77827941e+00  0.00000000e+00 
 1.81970086e+00  4.51374556e+01  1.81970086e+00 -1.13176570e-04  1.81970086e+00  1.81970086e+00  0.00000000e+00 
 1.86208714e+00  4.51374556e+01  1.86208714e+00 -1.15812791e-04  1.86208714e+00  1.86208714e+00  0.00000000e+00 
