 1.00000000e+00  4.51374556e+01  1.00000000e+00  1.00000000e+00  0.00000000e+00 
 1.04712855e+00  4.51374556e+01  1.04712855e+00  1.04712855e+00  0.00000000e+00 
 1.09647820e+00  4.51374556e+01  1.09647820e+00  1.09647820e+00  0.00000000e+00 
 1.14815362e+00  4.51374556e+01  1.14815362e+00  1.14815362e+00  0.00000000e+00 
 1.20226443e+00  4.51374556e+01  1.20226443e+00  1.20226443e+00  0.00000000e+00 
 1.25892541e+00  4.51374556e+01  1.25892541e+00  1.25892541e+00  0.00000000e+00 
 1.31825674e+00  4.51374556e+01  1.31825674e+00  1.31825674e+00  0.00000000e+00 
 1.38038426e+00  4.51374556e+01  1.38038426e+00  1.38038426e+00  0.00000000e+00 
 1.44543977e+00  4.51374556e+01  1.44543977e+00  1.44543977e+00  0.00000000e+00 
 1.51356125e+00  4.51374556e+01  1.51356125e+00  1.51356125e+00  0.00000000e+00 
 1.58489319e+00  4.51374556e+01  1.58489319e+00  1.58489319e+00  0.00000000e+00 
 1.65958691e+00  4.51374556e+01  1.65958691e+00  1.65958691e+00  0.00000000e+00 
 1.73780083e+00  4.51374556e+01  1.73780083e+00  1.73780083e+00  0.00000000e+00 
 1.81970086e+00  4.51374556e+01  1.81970086e+00  1.81970086e+00  0.00000000e+00 
 1.90546072e+00  4.51374556e+01  1.90546072e+00  1.90546072e+00  0.00000000e+00 
 1.99526231e+00  4.51374556e+01  1.99526231e+00  1.99526231e+00  0.00000000e+00 
 2.08929613e+00  4.51374555e+01  2.08929613e+00  2.08929613e+00  0.00000000e+00 
 2.18776162e+00  4.51374555e+01  2.18776162e+00  2.18776162e+00  0.00000000e+00 
 2.29086765e+00  4.51374555e+01  2.29086765e+00  2.29086765e+00  0.00000000e+00 
 2.39883292e+00  4.51374555e+01  2.39883292e+00  2.39883292e+00  0.00000000e+00 
 2.51188643e+00  4.51374555e+01  2.51188643e+00  2.51188643e+00  0.00000000e+00 
 2.63026799e+00  4.51374555e+01  2.63026799e+00  2.63026799e+00  0.00000000e+00 
 2.75422870e+00  4.51374555e+01  2.75422870e+00  2.75422870e+00  0.00000000e+00 
 2.88403150e+00  4.51374555e+01  2.88403150e+00  2.88403150e+00  0.00000000e+00 
 3.01995172e+00  4.51374555e+01  3.01995172e+00  3.01995172e+00  0.00000000e+00 
 3.16227766e+00  4.51374554e+01  3.16227766e+00  3.16227766e+00  0.00000000e+00 
 3.31131121e+00  4.51374554e+01  3.31131121e+00  3.31131121e+00  0.00000000e+00 
 3.46736850e+00  4.51374554e+01  3.46736850e+00  3.46736850e+00  0.00000000e+00 
 3.63078055e+00  4.51374554e+01  3.63078055e+00  3.63078055e+00  0.00000000e+00 
 3.80189396e+00  4.51374554e+01  3.80189396e+00  3.80189396e+00  0.00000000e+00 
 3.98107171e+00  4.51374554e+01  3.98107171e+00  3.98107171e+00  0.00000000e+00 
 4.16869383e+00  4.51374553e+01  4.16869383e+00  4.16869383e+00  0.00000000e+00 
 4.36515832e+00  4.51374553e+01  4.36515832e+00  4.36515832e+00  0.00000000e+00 
 4.57088190e+00  4.51374553e+01  4.57088190e+00  4.57088190e+00  0.00000000e+00 
 4.78630092e+00  4.51374552e+01  4.78630092e+00  4.78630092e+00  0.00000000e+00 
 5.01187234e+00  4.51374552e+01  5.01187234e+00  5.01187234e+00  0.00000000e+00 
 5.24807460e+00  4.51374552e+01  5.24807460e+00  5.24807460e+00  0.00000000e+00 
 5.49540874e+00  4.51374551e+01  5.49540874e+00  5.49540874e+00  0.00000000e+00 
 5.75439937e+00  4.51374551e+01  5.75439937e+00  5.75439937e+00  0.00000000e+00 
 6.02559586e+00  4.51374550e+01  6.02559586e+00  6.02559586e+00  0.00000000e+00 
 6.30957344e+00  4.51374549e+01  6.30957344e+00  6.30957344e+00  0.00000000e+00 
 6.60693448e+00  4.51374549e+01  6.60693448e+00  6.60693448e+00  0.00000000e+00 
 6.91830971e+00  4.51374548e+01  6.91830971e+00  6.91830971e+00  0.00000000e+00 
 7.24435960e+00  4.51374547e+01  7.24435960e+00  7.24435960e+00  0.00000000e+00 
 7.58577575e+00  4.51374547e+01  7.58577575e+00  7.58577575e+00  0.00000000e+00 
 7.94328235e+00  4.51374546e+01  7.94328235e+00  7.94328235e+00  0.00000000e+00 
 8.31763771e+00  4.51374545e+01  8.31763771e+00  8.31763771e+00  0.00000000e+00 
 8.70963590e+00  4.51374543e+01  8.70963590e+00  8.70963590e+00  0.00000000e+00 
 9.12010839e+00  4.51374542e+01  9.12010839e+00  9.12010839e+00  0.00000000e+00 
 9.54992586e+00  4.51374541e+01  9.54992586e+00  9.54992586e+00  0.00000000e+00 
 1.00000000e+01  4.51374539e+01  1.00000000e+01  1.00000000e+01  0.00000000e+00 
 1.04712855e+01  4.51374538e+01  1.04712855e+01  1.04712855e+01  0.00000000e+00 
 1.09647820e+01  4.51374536e+01  1.09647820e+01  1.09647820e+01  0.00000000e+00 
 1.14815362e+01  4.51374534e+01  1.14815362e+01  1.14815362e+01  0.00000000e+00 
 1.20226443e+01  4.51374532e+01  1.20226443e+01  1.20226443e+01  0.00000000e+00 
 1.25892541e+01  4.51374530e+01  1.25892541e+01  1.25892541e+01  0.00000000e+00 
 1.31825674e+01  4.51374527e+01  1.31825674e+01  1.31825674e+01  0.00000000e+00 
 1.38038426e+01  4.51374524e+01  1.38038426e+01  1.38038426e+01  0.00000000e+00 
 1.44543977e+01  4.51374521e+01  1.44543977e+01  1.44543977e+01  0.00000000e+00 
 1.51356125e+01  4.51374518e+01  1.51356125e+01  1.51356125e+01  0.00000000e+00 
 1.58489319e+01  4.51374514e+01  1.58489319e+01  1.58489319e+01  0.00000000e+00 
 1.65958691e+01  4.51374510e+01  1.65958691e+01  1.65958691e+01  0.00000000e+00 
 1.73780083e+01  4.51374505e+01  1.73780083e+01  1.73780083e+01  0.00000000e+00 
 1.81970086e+01  4.51374501e+01  1.81970086e+01  1.81970086e+01  0.00000000e+00 
 1.90546072e+01  4.51374495e+01  1.90546072e+01  1.90546072e+01  0.00000000e+00 
 1.99526231e+01  4.51374489e+01  1.99526231e+01  1.99526231e+01  0.00000000e+00 
 2.08929613e+01  4.51374483e+01  2.08929613e+01  2.08929613e+01  0.00000000e+00 
 2.18776162e+01  4.51374476e+01  2.18776162e+01  2.18776162e+01  0.00000000e+00 
 2.29086765e+01  4.51374468e+01  2.29086765e+01  2.29086765e+01  0.00000000e+00 
 2.39883292e+01  4.51374460e+01  2.39883292e+01  2.39883292e+01  0.00000000e+00 
 2.51188643e+01  4.51374450e+01  2.51188643e+01  2.51188643e+01  0.00000000e+00 
 2.63026799e+01  4.51374440e+01  2.63026799e+01  2.63026799e+01  0.00000000e+00 
 2.75422870e+01  4.51374429e+01  2.75422870e+01  2.75422870e+01  0.00000000e+00 
 2.88403150e+01  4.51374416e+01  2.88403150e+01  2.88403150e+01  0.00000000e+00 
 3.01995172e+01  4.51374403e+01  3.01995172e+01  3.01995172e+01  0.00000000e+00 
 3.16227766e+01  4.51374388e+01  3.16227766e+01  3.16227766e+01  0.00000000e+00 
 3.31131121e+01  4.51374372e+01  3.31131121e+01  3.31131121e+01  0.00000000e+00 
 3.46736850e+01  4.51374354e+01  3.46736850e+01  3.46736850e+01  0.00000000e+00 
 3.63078055e+01  4.51374335e+01  3.63078055e+01  3.63078055e+01  0.00000000e+00 
 3.80189396e+01  4.51374313e+01  3.80189396e+01  3.80189396e+01  0.00000000e+00 
 3.98107171e+01  4.51374290e+01  3.98107171e+01  3.98107171e+01  0.00000000e+00 
 4.16869383e+01  4.51374264e+01  4.16869383e+01  4.16869383e+01  0.00000000e+00 
 4.36515832e+01  4.51374236e+01  4.36515832e+01  4.36515832e+01  0.00000000e+00 
 4.57088190e+01  4.51374205e+01  4.57088190e+01  4.57088190e+01  0.00000000e+00 
 4.78630092e+01  4.51374171e+01  4.78630092e+01  4.78630092e+01  0.00000000e+00 
 5.01187234e+01  4.51374134e+01  5.01187234e+01  5.01187234e+01  0.00000000e+00 
 5.24807460e+01  4.51374094e+01  5.24807460e+01  5.24807460e+01  0.00000000e+00 
 5.49540874e+01  4.51374049e+01  5.49540874e+01  5.49540874e+01  0.00000000e+00 
 5.75439937e+01  4.51374000e+01  5.75439937e+01  5.75439937e+01  0.00000000e+00 
 6.02559586e+01  4.51373946e+01  6.02559586e+01  6.02559586e+01  0.00000000e+00 
 6.30957344e+01  4.51373887e+01  6.30957344e+01  6.30957344e+01  0.00000000e+00 
 6.60693448e+01  4.51373823e+01  6.60693448e+01  6.60693448e+01  0.00000000e+00 
 6.91830971e+01  4.51373752e+01  6.91830971e+01  6.91830971e+01  0.00000000e+00 
