 5.50065000e-11  3.85167715e-05  5.50065000e-11 -5.75068362e-07 
 1.10013000e-10  7.70313531e-05  1.10013000e-10 -5.75083457e-07 
 2.20026000e-10  1.54054240e-04  2.20026000e-10 -5.75086617e-07 
 4.40052000e-10  3.08075657e-04  4.40052000e-10 -5.75099030e-07 
 8.80104000e-10  6.16029090e-04  8.80104000e-10 -5.74996454e-07 
 1.67590341e-09  1.17267287e-03  1.67590341e-09 -5.74802080e-07 
 2.71270335e-09  1.89745722e-03  2.71270335e-09 -5.74520423e-07 
 4.74282730e-09  3.31550277e-03  4.74282730e-09 -5.74053178e-07 
 5.50065000e-09  3.84452492e-03  5.50065000e-09 -5.73875393e-07 
 5.90667479e-09  4.12790069e-03  5.90667479e-09 -5.73833736e-07 
 6.71872437e-09  4.69452942e-03  6.71872437e-09 -5.73564519e-07 
 8.34282353e-09  5.82733205e-03  8.34282353e-09 -5.73305315e-07 
 1.15910218e-08  8.09132330e-03  1.15910218e-08 -5.72535107e-07 
 1.70916718e-08  1.19210056e-02  1.70916718e-08 -5.71514788e-07 
 2.25923218e-08  1.57458794e-02  2.25923218e-08 -5.70347869e-07 
 2.80929718e-08  1.95662622e-02  2.80929718e-08 -5.69381259e-07 
 3.35936218e-08  2.33823287e-02  3.35936218e-08 -5.68258854e-07 
 3.90942718e-08  2.71941914e-02  3.90942718e-08 -5.67332606e-07 
 4.45949218e-08  3.10019278e-02  4.45949218e-08 -5.66248291e-07 
 5.00955718e-08  3.48055904e-02  5.00955718e-08 -5.65358666e-07 
 5.55962218e-08  3.86052089e-02  5.55962218e-08 -5.64309947e-07 
 6.10968718e-08  4.24007894e-02  6.10968718e-08 -5.63455136e-07 
 6.65975218e-08  4.61923102e-02  6.65975218e-08 -5.62440640e-07 
 7.20981718e-08  4.99797156e-02  7.20981718e-08 -5.61619603e-07 
 7.75988218e-08  5.37629067e-02  7.75988218e-08 -5.60638576e-07 
 8.30994718e-08  5.75417298e-02  8.30994718e-08 -5.59850841e-07 
 8.86001218e-08  6.13159599e-02  8.86001218e-08 -5.58903107e-07 
 9.41007718e-08  6.50852801e-02  9.41007718e-08 -5.58148825e-07 
 9.96014218e-08  6.88492547e-02  9.96014218e-08 -5.57234913e-07 
 1.05102072e-07  7.26072940e-02  1.05102072e-07 -5.56515064e-07 
 1.10602722e-07  7.63586088e-02  1.10602722e-07 -5.55636492e-07 
 1.16103372e-07  8.01021526e-02  1.16103372e-07 -5.54953255e-07 
 1.21604022e-07  8.38365460e-02  1.21604022e-07 -5.54113025e-07 
 1.27104672e-07  8.75599800e-02  1.27104672e-07 -5.53470432e-07 
 1.32605322e-07  9.12700922e-02  1.32605322e-07 -5.52673874e-07 
 1.38105972e-07  9.49638074e-02  1.38105972e-07 -5.52078898e-07 
 1.43606622e-07  9.86371351e-02  1.43606622e-07 -5.51335063e-07 
 1.49107272e-07  1.02284910e-01  1.49107272e-07 -5.50799373e-07 
 1.54607922e-07  1.05900462e-01  1.54607922e-07 -5.50123203e-07 
 1.60108572e-07  1.09475202e-01  1.60108572e-07 -5.49665801e-07 
 1.65609222e-07  1.12998089e-01  1.65609222e-07 -5.49081290e-07 
 1.71109872e-07  1.16454973e-01  1.71109872e-07 -5.48732265e-07 
 1.76610522e-07  1.19827757e-01  1.76610522e-07 -5.48276892e-07 
 1.82111172e-07  1.23093364e-01  1.82111172e-07 -5.48082617e-07 
 1.87611822e-07  1.26222449e-01  1.87611822e-07 -5.47813405e-07 
 1.93112472e-07  1.29177810e-01  1.93112472e-07 -5.47843586e-07 
 1.98613122e-07  1.31912439e-01  1.98613122e-07 -5.47845241e-07 
 2.04113772e-07  1.34367157e-01  2.04113772e-07 -5.48202185e-07 
 2.09614422e-07  1.36467747e-01  2.09614422e-07 -5.48597473e-07 
 2.15115072e-07  1.38121533e-01  2.15115072e-07 -5.49427455e-07 
 2.20615722e-07  1.39213319e-01  2.20615722e-07 -5.50389298e-07 
 2.26116372e-07  1.39600633e-01  2.26116372e-07 -5.51895001e-07 
 2.31617022e-07  1.39108249e-01  2.31617022e-07 -5.53658823e-07 
 2.37117672e-07  1.37521967e-01  2.37117672e-07 -5.56111147e-07 
 2.42618322e-07  1.34581773e-01  2.42618322e-07 -5.58985705e-07 
 2.48118972e-07  1.29974629e-01  2.48118972e-07 -5.62733068e-07 
 2.53454364e-07  1.23563160e-01  2.53454364e-07 -5.66961707e-07 
 2.58404559e-07  1.15557002e-01  2.58404559e-07 -5.71821594e-07 
 2.63115273e-07  1.05761008e-01  2.63115273e-07 -5.77033374e-07 
 2.67533721e-07  9.43425064e-02  2.67533721e-07 -5.82814742e-07 
 2.71777180e-07  8.11008019e-02  2.71777180e-07 -5.88816525e-07 
 2.76530769e-07  6.35586885e-02  2.76530769e-07 -5.96007734e-07 
 2.79257139e-07  5.24218917e-02  2.79257139e-07 -5.99443908e-07 
 2.80738704e-07  4.62177762e-02  2.80738704e-07 -6.00882497e-07 
 2.82269481e-07  3.98814196e-02  2.82269481e-07 -6.01621796e-07 
 2.83834226e-07  3.36619119e-02  2.83834226e-07 -6.01850290e-07 
 2.85416818e-07  2.78266279e-02  2.85416818e-07 -6.01251636e-07 
 2.87184156e-07  2.20476519e-02  2.87184156e-07 -6.00161655e-07 
 2.88856879e-07  1.74070892e-02  2.88856879e-07 -5.98676338e-07 
 2.90875025e-07  1.29171824e-02  2.90875025e-07 -5.97091828e-07 
 2.92203682e-07  1.05868020e-02  2.92203682e-07 -5.96091800e-07 
 2.93289930e-07  9.00996473e-03  2.93289930e-07 -5.95658247e-07 
 2.94499995e-07  7.55855532e-03  2.94499995e-07 -5.95202624e-07 
 2.95832525e-07  6.27905750e-03  2.95832525e-07 -5.95221834e-07 
 2.97273943e-07  5.20596284e-03  2.97273943e-07 -5.95404068e-07 
 2.98699332e-07  4.39939925e-03  2.98699332e-07 -5.96141786e-07 
 3.00211276e-07  3.75701245e-03  3.00211276e-07 -5.97072377e-07 
 3.01769728e-07  3.26752664e-03  3.01769728e-07 -5.98566694e-07 
 3.03474403e-07  2.87664844e-03  3.03474403e-07 -6.00324324e-07 
 3.05298718e-07  2.57442921e-03  3.05298718e-07 -6.02735441e-07 
 3.07350256e-07  2.32834004e-03  3.07350256e-07 -6.05576635e-07 
 3.09637549e-07  2.12648651e-03  3.09637549e-07 -6.09331821e-07 
 3.12322238e-07  1.94575352e-03  3.12322238e-07 -6.14005605e-07 
 3.14791736e-07  1.81046745e-03  3.14791736e-07 -6.19012011e-07 
 3.16950259e-07  1.70665455e-03  3.16950259e-07 -6.23643146e-07 
 3.18878452e-07  1.62174840e-03  3.18878452e-07 -6.28391388e-07 
 3.20636956e-07  1.54931904e-03  3.20636956e-07 -6.32908548e-07 
 3.22371223e-07  1.48182125e-03  3.22371223e-07 -6.37963255e-07 
 3.24231455e-07  1.41329040e-03  3.24231455e-07 -6.43628400e-07 
 3.25974111e-07  1.35248273e-03  3.25974111e-07 -6.49587830e-07 
 3.27806163e-07  1.29217167e-03  3.27806163e-07 -6.56003501e-07 
 3.29761973e-07  1.23219317e-03  3.29761973e-07 -6.63437045e-07 
 3.32189072e-07  1.16498438e-03  3.32189072e-07 -6.72558499e-07 
 3.34162567e-07  1.11704836e-03  3.34162567e-07 -6.80057161e-07 
 3.36196027e-07  1.07467695e-03  3.36196027e-07 -6.86984876e-07 
 3.38613097e-07  1.03372905e-03  3.38613097e-07 -6.94577264e-07 
 3.40829989e-07  1.00469076e-03  3.40829989e-07 -7.00159331e-07 
 3.43377782e-07  9.79397245e-04  3.43377782e-07 -7.05719946e-07 
 3.46089470e-07  9.59245968e-04  3.46089470e-07 -7.10078451e-07 
 3.49419455e-07  9.39282934e-04  3.49419455e-07 -7.14811168e-07 
 3.53481168e-07  9.16183478e-04  3.53481168e-07 -7.19599282e-07 
 3.58259426e-07  8.85531991e-04  3.58259426e-07 -7.26248463e-07 
 3.62566818e-07  8.53232482e-04  3.62566818e-07 -7.33189761e-07 
 3.67109430e-07  8.14994709e-04  3.67109430e-07 -7.42650484e-07 
 3.71640553e-07  7.75353051e-04  3.71640553e-07 -7.53363964e-07 
 3.76826310e-07  7.30248985e-04  3.76826310e-07 -7.68128053e-07 
 3.82326960e-07  6.84861674e-04  3.82326960e-07 -7.85603216e-07 
 3.87827610e-07  6.42663394e-04  3.87827610e-07 -8.06166604e-07 
 3.93328260e-07  6.04079024e-04  3.93328260e-07 -8.29865282e-07 
 3.98828910e-07  5.68880249e-04  3.98828910e-07 -8.60120569e-07 
 4.04329560e-07  5.36793966e-04  4.04329560e-07 -9.01662531e-07 
 4.09830210e-07  5.07307083e-04  4.09830210e-07 -9.67663967e-07 
 4.13912976e-07  4.86717334e-04  4.13912976e-07 -1.04487807e-06 
 4.17158764e-07  4.70955995e-04  4.17158764e-07 -1.13466626e-06 
 4.20132884e-07  4.56674723e-04  4.20132884e-07 -1.24623138e-06 
 4.23061352e-07  4.42589644e-04  4.23061352e-07 -1.39145480e-06 
 4.25992575e-07  4.28128824e-04  4.25992575e-07 -1.57727280e-06 
 4.29152329e-07  4.11889763e-04  4.29152329e-07 -1.82976095e-06 
 4.32107106e-07  3.95849457e-04  4.32107106e-07 -2.11744034e-06 
 4.35221289e-07  3.78229378e-04  4.35221289e-07 -2.47706001e-06 
 4.38282410e-07  3.60408563e-04  4.38282410e-07 -2.88441451e-06 
 4.40966430e-07  3.44810142e-04  4.40966430e-07 -3.28265087e-06 
 4.43318828e-07  3.31361407e-04  4.43318828e-07 -3.65665625e-06 
 4.45042647e-07  3.21751970e-04  4.45042647e-07 -3.93941662e-06 
 4.46202108e-07  3.15405345e-04  4.46202108e-07 -4.12887711e-06 
 4.47158637e-07  3.10253397e-04  4.47158637e-07 -4.28207315e-06 
 4.48015979e-07  3.05693099e-04  4.48015979e-07 -4.41299745e-06 
 4.48814133e-07  3.01500895e-04  4.48814133e-07 -4.52844354e-06 
 4.49573591e-07  2.97559019e-04  4.49573591e-07 -4.62969140e-06 
 4.50311279e-07  2.93780119e-04  4.50311279e-07 -4.72161646e-06 
 4.51107036e-07  2.89770119e-04  4.51107036e-07 -4.81512858e-06 
 4.51847274e-07  2.86121237e-04  4.51847274e-07 -4.90295681e-06 
 4.52641365e-07  2.82321082e-04  4.52641365e-07 -5.00768454e-06 
 4.53545557e-07  2.78184989e-04  4.53545557e-07 -5.15349634e-06 
 4.54243449e-07  2.75169232e-04  4.54243449e-07 -5.29700351e-06 
 4.54810158e-07  2.72846191e-04  4.54810158e-07 -5.43581669e-06 
 4.55375367e-07  2.70657144e-04  4.55375367e-07 -5.59936119e-06 
 4.56040418e-07  2.68254316e-04  4.56040418e-07 -5.82278109e-06 
 4.56641001e-07  2.66253981e-04  4.56641001e-07 -6.05769469e-06 
 4.57241408e-07  2.64417253e-04  4.57241408e-07 -6.31986246e-06 
 4.57932366e-07  2.62509401e-04  4.57932366e-07 -6.65817041e-06 
 4.58844777e-07  2.60335857e-04  4.58844777e-07 -7.14898239e-06 
 4.59804032e-07  2.58506933e-04  4.59804032e-07 -7.69396965e-06 
 4.60753572e-07  2.57198797e-04  4.60753572e-07 -8.20574377e-06 
 4.61711572e-07  2.56366285e-04  4.61711572e-07 -8.65706930e-06 
 4.62732968e-07  2.55876112e-04  4.62732968e-07 -9.04541504e-06 
 4.63911550e-07  2.55561146e-04  4.63911550e-07 -9.38954904e-06 
 4.65143166e-07  2.55249862e-04  4.65143166e-07 -9.65315609e-06 
 4.66411768e-07  2.54754934e-04  4.66411768e-07 -9.86083823e-06 
 4.67279798e-07  2.54349925e-04  4.67279798e-07 -9.97681387e-06 
 4.67883002e-07  2.54049492e-04  4.67883002e-07 -1.00521624e-05 
 4.68384969e-07  2.53837310e-04  4.68384969e-07 -1.01094301e-05 
 4.68833481e-07  2.53704171e-04  4.68833481e-07 -1.01609852e-05 
 4.69282504e-07  2.53655678e-04  4.69282504e-07 -1.02088076e-05 
 4.69717977e-07  2.53725662e-04  4.69717977e-07 -1.02564988e-05 
 4.70136449e-07  2.53930192e-04  4.70136449e-07 -1.02992220e-05 
 4.70582183e-07  2.54317748e-04  4.70582183e-07 -1.03466223e-05 
 4.70987530e-07  2.54856401e-04  4.70987530e-07 -1.03870198e-05 
 4.71474335e-07  2.55692518e-04  4.71474335e-07 -1.04381866e-05 
 4.71978402e-07  2.56780180e-04  4.71978402e-07 -1.04887770e-05 
 4.72509715e-07  2.57988857e-04  4.72509715e-07 -1.05457227e-05 
 4.73069184e-07  2.59021169e-04  4.73069184e-07 -1.06048278e-05 
 4.73677979e-07  2.59226452e-04  4.73677979e-07 -1.06747583e-05 
 4.74362045e-07  2.57183503e-04  4.74362045e-07 -1.07535206e-05 
 4.74957354e-07  2.52316593e-04  4.74957354e-07 -1.08248880e-05 
 4.75484130e-07  2.44810452e-04  4.75484130e-07 -1.08796878e-05 
 4.75980416e-07  2.34627035e-04  4.75980416e-07 -1.09191061e-05 
 4.76447274e-07  2.22237061e-04  4.76447274e-07 -1.09281475e-05 
 4.76903315e-07  2.07830304e-04  4.76903315e-07 -1.08984606e-05 
 4.77345624e-07  1.92479415e-04  4.77345624e-07 -1.08055329e-05 
 4.77756648e-07  1.78277405e-04  4.77756648e-07 -1.06423920e-05 
 4.78078960e-07  1.68435672e-04  4.78078960e-07 -1.04352436e-05 
 4.78238558e-07  1.64365436e-04  4.78238558e-07 -1.03013289e-05 
 4.78376661e-07  1.61339932e-04  4.78376661e-07 -1.01664756e-05 
 4.78511421e-07  1.58885523e-04  4.78511421e-07 -1.00204345e-05 
 4.78652256e-07  1.56849731e-04  4.78652256e-07 -9.86022734e-06 
 4.78803538e-07  1.55207722e-04  4.78803538e-07 -9.69770092e-06 
 4.78955622e-07  1.53988622e-04  4.78955622e-07 -9.57434334e-06 
 4.79112377e-07  1.53022113e-04  4.79112377e-07 -9.51143300e-06 
 4.79291738e-07  1.52254648e-04  4.79291738e-07 -9.50373404e-06 
 4.79385358e-07  1.52047388e-04  4.79385358e-07 -9.51501459e-06 
 4.79487337e-07  1.52005271e-04  4.79487337e-07 -9.53184838e-06 
 4.79612185e-07  1.52218046e-04  4.79612185e-07 -9.55620423e-06 
 4.79727301e-07  1.52650115e-04  4.79727301e-07 -9.57756910e-06 
 4.79861842e-07  1.53413697e-04  4.79861842e-07 -9.59817140e-06 
 4.80015484e-07  1.54670403e-04  4.80015484e-07 -9.59801485e-06 
 4.80090894e-07  1.55515914e-04  4.80090894e-07 -9.56599336e-06 
 4.80141071e-07  1.56304650e-04  4.80141071e-07 -9.51481123e-06 
 4.80189433e-07  1.57379817e-04  4.80189433e-07 -9.42951513e-06 
 4.80238876e-07  1.58913868e-04  4.80238876e-07 -9.30271981e-06 
 4.80291560e-07  1.61092599e-04  4.80291560e-07 -9.13173350e-06 
 4.80349343e-07  1.64094998e-04  4.80349343e-07 -8.92373942e-06 
 4.80412418e-07  1.68018569e-04  4.80412418e-07 -8.70167284e-06 
 4.80460733e-07  1.71438265e-04  4.80460733e-07 -8.54817505e-06 
 4.80501594e-07  1.74438974e-04  4.80501594e-07 -8.43128906e-06 
 4.80543732e-07  1.77531138e-04  4.80543732e-07 -8.32514949e-06 
 4.80587012e-07  1.80602433e-04  4.80587012e-07 -8.22909532e-06 
 4.80633648e-07  1.83693246e-04  4.80633648e-07 -8.14140236e-06 
 4.80676192e-07  1.86249542e-04  4.80676192e-07 -8.07226026e-06 
 4.80720112e-07  1.88580285e-04  4.80720112e-07 -8.01235850e-06 
 4.80762340e-07  1.90509568e-04  4.80762340e-07 -7.96237203e-06 
 4.80809744e-07  1.92312756e-04  4.80809744e-07 -7.91587864e-06 
 4.80857818e-07  1.93769285e-04  4.80857818e-07 -7.87540907e-06 
 4.80911413e-07  1.94992014e-04  4.80911413e-07 -7.83883850e-06 
 4.80966838e-07  1.95867909e-04  4.80966838e-07 -7.80662762e-06 
 4.81028807e-07  1.96458227e-04  4.81028807e-07 -7.77793142e-06 
 4.81094483e-07  1.96726366e-04  4.81094483e-07 -7.75196359e-06 
 4.81168731e-07  1.96697983e-04  4.81168731e-07 -7.72873035e-06 
 4.81249618e-07  1.96385634e-04  4.81249618e-07 -7.70674587e-06 
 4.81342876e-07  1.95795710e-04  4.81342876e-07 -7.68645617e-06 
 4.81448128e-07  1.94969408e-04  4.81448128e-07 -7.66593212e-06 
 4.81573655e-07  1.93901740e-04  4.81573655e-07 -7.64575138e-06 
 4.81722880e-07  1.92644472e-04  4.81722880e-07 -7.62362015e-06 
 4.81911895e-07  1.91182119e-04  4.81911895e-07 -7.59989389e-06 
 4.82157177e-07  1.89566204e-04  4.82157177e-07 -7.57171063e-06 
 4.82505349e-07  1.87790735e-04  4.82505349e-07 -7.53856889e-06 
 4.83031657e-07  1.86001265e-04  4.83031657e-07 -7.49710836e-06 
 4.83625325e-07  1.84842040e-04  4.83625325e-07 -7.46301515e-06 
 4.84291592e-07  1.84174804e-04  4.84291592e-07 -7.43554901e-06 
 4.85029981e-07  1.83775837e-04  4.85029981e-07 -7.41846826e-06 
 4.86051644e-07  1.83314850e-04  4.86051644e-07 -7.41148874e-06 
 4.86890542e-07  1.82728483e-04  4.86890542e-07 -7.41961239e-06 
 4.87762510e-07  1.81902614e-04  4.87762510e-07 -7.43726758e-06 
 4.88776427e-07  1.80666250e-04  4.88776427e-07 -7.46991436e-06 
 4.89865567e-07  1.79090184e-04  4.89865567e-07 -7.51442258e-06 
 4.91012724e-07  1.77245138e-04  4.91012724e-07 -7.57169750e-06 
 4.92266368e-07  1.75138184e-04  4.92266368e-07 -7.64177566e-06 
 4.93701720e-07  1.72681940e-04  4.93701720e-07 -7.73142711e-06 
 4.95337005e-07  1.69911448e-04  4.95337005e-07 -7.84050763e-06 
 4.97236401e-07  1.66774178e-04  4.97236401e-07 -7.97589727e-06 
 4.99427446e-07  1.63301185e-04  4.99427446e-07 -8.13780196e-06 
 5.01990377e-07  1.59442887e-04  5.01990377e-07 -8.33400191e-06 
 5.04973629e-07  1.55228073e-04  5.04973629e-07 -8.56546576e-06 
 5.08507377e-07  1.50593582e-04  5.08507377e-07 -8.84299960e-06 
 5.12730940e-07  1.45527875e-04  5.12730940e-07 -9.17351368e-06 
 5.17944264e-07  1.39914446e-04  5.17944264e-07 -9.57958226e-06 
 5.23444914e-07  1.34679496e-04  5.23444914e-07 -1.00019488e-05 
 5.28945564e-07  1.30065105e-04  5.28945564e-07 -1.04198512e-05 
 5.34446214e-07  1.25997275e-04  5.34446214e-07 -1.08317727e-05 
 5.39946864e-07  1.22403830e-04  5.39946864e-07 -1.12403912e-05 
 5.45447514e-07  1.19224560e-04  5.45447514e-07 -1.16444600e-05 
 5.50948164e-07  1.16401240e-04  5.50948164e-07 -1.20466694e-05 
 5.56448814e-07  1.13886560e-04  5.56448814e-07 -1.24456747e-05 
 5.61949464e-07  1.11635235e-04  5.61949464e-07 -1.28440319e-05 
 5.67450114e-07  1.09611418e-04  5.67450114e-07 -1.32402434e-05 
 5.72950764e-07  1.07780938e-04  5.72950764e-07 -1.36367125e-05 
 5.78451414e-07  1.06117456e-04  5.78451414e-07 -1.40317920e-05 
 5.83952064e-07  1.04595763e-04  5.83952064e-07 -1.44277459e-05 
 5.89452714e-07  1.03196979e-04  5.89452714e-07 -1.48227978e-05 
 5.94953364e-07  1.01902794e-04  5.94953364e-07 -1.52190949e-05 
 6.00454014e-07  1.00699934e-04  6.00454014e-07 -1.56147559e-05 
 6.05954664e-07  9.95752132e-05  6.05954664e-07 -1.60118354e-05 
 6.11455314e-07  9.85194257e-05  6.11455314e-07 -1.64083697e-05 
 6.16955964e-07  9.75230865e-05  6.16955964e-07 -1.68063415e-05 
 6.22456614e-07  9.65798527e-05  6.22456614e-07 -1.72037232e-05 
 6.27957264e-07  9.56828430e-05  6.27957264e-07 -1.76024416e-05 
 6.33457914e-07  9.48276623e-05  6.33457914e-07 -1.80004197e-05 
 6.38958564e-07  9.40092042e-05  6.38958564e-07 -1.83995401e-05 
 6.44459214e-07  9.32243290e-05  6.44459214e-07 -1.87976863e-05 
 6.49959864e-07  9.24690657e-05  6.49959864e-07 -1.91967055e-05 
 6.55460514e-07  9.17409790e-05  6.55460514e-07 -1.95944487e-05 
 6.60961164e-07  9.10366942e-05  6.60961164e-07 -1.99927341e-05 
 6.66461814e-07  9.03539736e-05  6.66461814e-07 -2.03893867e-05 
 6.71962464e-07  8.96894903e-05  6.71962464e-07 -2.07862025e-05 
