 0.00000000e+00  1.86078876e+00  0.00000000e+00  1.65000000e+00  0.00000000e+00  1.65000000e+00 
 5.00000000e-11  1.86078876e+00  5.00000000e-11  1.65000000e+00  5.00000000e-11  1.65000000e+00 
 1.00000000e-10  1.86078876e+00  1.00000000e-10  1.65000000e+00  1.00000000e-10  1.65000000e+00 
 2.00000000e-10  1.86078876e+00  2.00000000e-10  1.65000000e+00  2.00000000e-10  1.65000000e+00 
 4.00000000e-10  1.86078876e+00  4.00000000e-10  1.65000000e+00  4.00000000e-10  1.65000000e+00 
 8.00000000e-10  1.86078876e+00  8.00000000e-10  1.65000000e+00  8.00000000e-10  1.65000000e+00 
 1.60000000e-09  1.86078876e+00  1.60000000e-09  1.65000000e+00  1.60000000e-09  1.65000000e+00 
 3.20000000e-09  1.86078876e+00  3.20000000e-09  1.65000000e+00  3.20000000e-09  1.65000000e+00 
 6.40000000e-09  1.86078876e+00  6.40000000e-09  1.65000000e+00  6.40000000e-09  1.65000000e+00 
 1.14000000e-08  1.86078876e+00  1.14000000e-08  1.65000000e+00  1.14000000e-08  1.65000000e+00 
 1.64000000e-08  1.86078876e+00  1.64000000e-08  1.65000000e+00  1.64000000e-08  1.65000000e+00 
 2.14000000e-08  1.86078876e+00  2.14000000e-08  1.65000000e+00  2.14000000e-08  1.65000000e+00 
 2.64000000e-08  1.86078876e+00  2.64000000e-08  1.65000000e+00  2.64000000e-08  1.65000000e+00 
 3.14000000e-08  1.86078876e+00  3.14000000e-08  1.65000000e+00  3.14000000e-08  1.65000000e+00 
 3.64000000e-08  1.86078876e+00  3.64000000e-08  1.65000000e+00  3.64000000e-08  1.65000000e+00 
 4.14000000e-08  1.86078876e+00  4.14000000e-08  1.65000000e+00  4.14000000e-08  1.65000000e+00 
 4.64000000e-08  1.86078876e+00  4.64000000e-08  1.65000000e+00  4.64000000e-08  1.65000000e+00 
 5.00000000e-08  1.86078876e+00  5.00000000e-08  1.65000000e+00  5.00000000e-08  1.65000000e+00 
 5.01000000e-08  1.86078923e+00  5.01000000e-08  1.65010000e+00  5.01000000e-08  1.65000000e+00 
 5.03000000e-08  1.86079175e+00  5.03000000e-08  1.65030000e+00  5.03000000e-08  1.65000000e+00 
 5.07000000e-08  1.86080895e+00  5.07000000e-08  1.65070000e+00  5.07000000e-08  1.65000000e+00 
 5.10000000e-08  1.86083446e+00  5.10000000e-08  1.65100000e+00  5.10000000e-08  1.65000000e+00 
 5.10800000e-08  1.86084343e+00  5.10800000e-08  1.65100000e+00  5.10800000e-08  1.65000000e+00 
