-5.00000000e-02  6.56515030e-01 
-4.90000000e-02  6.58538819e-01 
-4.80000000e-02  6.60616626e-01 
-4.70000000e-02  6.62709778e-01 
-4.60000000e-02  6.64832860e-01 
-4.50000000e-02  6.66987295e-01 
-4.40000000e-02  6.69174595e-01 
-4.30000000e-02  6.71396398e-01 
-4.20000000e-02  6.73654474e-01 
-4.10000000e-02  6.75950746e-01 
-4.00000000e-02  6.78287302e-01 
-3.90000000e-02  6.80666420e-01 
-3.80000000e-02  6.83090591e-01 
-3.70000000e-02  6.85562548e-01 
-3.60000000e-02  6.88085297e-01 
-3.50000000e-02  6.90662161e-01 
-3.40000000e-02  6.93296819e-01 
-3.30000000e-02  6.95993370e-01 
-3.20000000e-02  6.98756395e-01 
-3.10000000e-02  7.01591038e-01 
-3.00000000e-02  7.04503107e-01 
-2.90000000e-02  7.07499199e-01 
-2.80000000e-02  7.10586844e-01 
-2.70000000e-02  7.13774704e-01 
-2.60000000e-02  7.17072808e-01 
-2.50000000e-02  7.20492870e-01 
-2.40000000e-02  7.24048685e-01 
-2.30000000e-02  7.27756669e-01 
-2.20000000e-02  7.31636568e-01 
-2.10000000e-02  7.35712435e-01 
-2.00000000e-02  7.40013984e-01 
-1.90000000e-02  7.44578509e-01 
-1.80000000e-02  7.49453689e-01 
-1.70000000e-02  7.54701768e-01 
-1.60000000e-02  7.60406022e-01 
-1.50000000e-02  7.66681082e-01 
-1.40000000e-02  7.73690119e-01 
-1.30000000e-02  7.81674724e-01 
-1.20000000e-02  7.91009552e-01 
-1.10000000e-02  8.02307471e-01 
-1.00000000e-02  8.16631564e-01 
-9.00000000e-03  8.35931389e-01 
-8.00000000e-03  8.63885994e-01 
-7.00000000e-03  9.08207111e-01 
-6.00000000e-03  9.76150568e-01 
-5.00000000e-03  1.07260975e+00 
-4.00000000e-03  1.19826993e+00 
-3.00000000e-03  1.34441938e+00 
-2.00000000e-03  1.50292244e+00 
-1.00000000e-03  1.66699956e+00 
 3.46944695e-17  1.83103267e+00 
 1.00000000e-03  1.99046045e+00 
 2.00000000e-03  2.14151253e+00 
 3.00000000e-03  2.28092596e+00 
 4.00000000e-03  2.40563401e+00 
 5.00000000e-03  2.51241974e+00 
 6.00000000e-03  2.59807106e+00 
 7.00000000e-03  2.66119459e+00 
 8.00000000e-03  2.70424585e+00 
 9.00000000e-03  2.73350851e+00 
 1.00000000e-02  2.75547085e+00 
 1.10000000e-02  2.77327251e+00 
 1.20000000e-02  2.78810378e+00 
 1.30000000e-02  2.80078857e+00 
 1.40000000e-02  2.81190355e+00 
 1.50000000e-02  2.82182576e+00 
 1.60000000e-02  2.83081200e+00 
 1.70000000e-02  2.83904472e+00 
 1.80000000e-02  2.84665763e+00 
 1.90000000e-02  2.85375136e+00 
 2.00000000e-02  2.86040346e+00 
 2.10000000e-02  2.86667489e+00 
 2.20000000e-02  2.87261445e+00 
 2.30000000e-02  2.87826182e+00 
 2.40000000e-02  2.88364969e+00 
 2.50000000e-02  2.88880534e+00 
 2.60000000e-02  2.89375176e+00 
 2.70000000e-02  2.89850855e+00 
 2.80000000e-02  2.90309251e+00 
 2.90000000e-02  2.90751821e+00 
 3.00000000e-02  2.91179834e+00 
 3.10000000e-02  2.91594403e+00 
 3.20000000e-02  2.91996512e+00 
 3.30000000e-02  2.92387032e+00 
 3.40000000e-02  2.92766743e+00 
 3.50000000e-02  2.93136342e+00 
 3.60000000e-02  2.93496455e+00 
 3.70000000e-02  2.93847651e+00 
 3.80000000e-02  2.94190442e+00 
 3.90000000e-02  2.94525298e+00 
 4.00000000e-02  2.94852645e+00 
 4.10000000e-02  2.95172873e+00 
 4.20000000e-02  2.95486343e+00 
 4.30000000e-02  2.95793385e+00 
 4.40000000e-02  2.96094304e+00 
 4.50000000e-02  2.96389382e+00 
 4.60000000e-02  2.96678881e+00 
 4.70000000e-02  2.96963044e+00 
 4.80000000e-02  2.97242097e+00 
 4.90000000e-02  2.97516252e+00 
 5.00000000e-02  2.97785706e+00 
-5.00000000e-02  6.56515030e-01 
-4.90000000e-02  6.58538819e-01 
-4.80000000e-02  6.60616626e-01 
-4.70000000e-02  6.62709778e-01 
-4.60000000e-02  6.64832860e-01 
-4.50000000e-02  6.66987295e-01 
-4.40000000e-02  6.69174595e-01 
-4.30000000e-02  6.71396398e-01 
-4.20000000e-02  6.73654474e-01 
-4.10000000e-02  6.75950746e-01 
-4.00000000e-02  6.78287302e-01 
-3.90000000e-02  6.80666420e-01 
-3.80000000e-02  6.83090591e-01 
-3.70000000e-02  6.85562548e-01 
-3.60000000e-02  6.88085297e-01 
-3.50000000e-02  6.90662161e-01 
-3.40000000e-02  6.93296819e-01 
-3.30000000e-02  6.95993370e-01 
-3.20000000e-02  6.98756395e-01 
-3.10000000e-02  7.01591038e-01 
-3.00000000e-02  7.04503107e-01 
-2.90000000e-02  7.07499199e-01 
-2.80000000e-02  7.10586844e-01 
-2.70000000e-02  7.13774704e-01 
-2.60000000e-02  7.17072808e-01 
-2.50000000e-02  7.20492870e-01 
-2.40000000e-02  7.24048685e-01 
-2.30000000e-02  7.27756669e-01 
-2.20000000e-02  7.31636568e-01 
-2.10000000e-02  7.35712435e-01 
-2.00000000e-02  7.40013984e-01 
-1.90000000e-02  7.44578509e-01 
-1.80000000e-02  7.49453689e-01 
-1.70000000e-02  7.54701768e-01 
-1.60000000e-02  7.60406022e-01 
-1.50000000e-02  7.66681082e-01 
-1.40000000e-02  7.73690119e-01 
-1.30000000e-02  7.81674724e-01 
-1.20000000e-02  7.91009552e-01 
-1.10000000e-02  8.02307471e-01 
-1.00000000e-02  8.16631564e-01 
-9.00000000e-03  8.35931389e-01 
-8.00000000e-03  8.63885994e-01 
-7.00000000e-03  9.08207111e-01 
-6.00000000e-03  9.76150568e-01 
-5.00000000e-03  1.07260975e+00 
-4.00000000e-03  1.19826993e+00 
-3.00000000e-03  1.34441938e+00 
-2.00000000e-03  1.50292244e+00 
-1.00000000e-03  1.66699956e+00 
 3.46944695e-17  1.83103267e+00 
 1.00000000e-03  1.99046045e+00 
 2.00000000e-03  2.14151253e+00 
 3.00000000e-03  2.28092596e+00 
 4.00000000e-03  2.40563401e+00 
 5.00000000e-03  2.51241974e+00 
 6.00000000e-03  2.59807106e+00 
 7.00000000e-03  2.66119459e+00 
 8.00000000e-03  2.70424585e+00 
 9.00000000e-03  2.73350851e+00 
 1.00000000e-02  2.75547085e+00 
 1.10000000e-02  2.77327251e+00 
 1.20000000e-02  2.78810378e+00 
 1.30000000e-02  2.80078857e+00 
 1.40000000e-02  2.81190355e+00 
 1.50000000e-02  2.82182576e+00 
 1.60000000e-02  2.83081200e+00 
 1.70000000e-02  2.83904472e+00 
 1.80000000e-02  2.84665763e+00 
 1.90000000e-02  2.85375136e+00 
 2.00000000e-02  2.86040346e+00 
