 1.00000000e+01  1.62431636e+02 -2.63204181e-03  1.00000000e+01  4.42134124e+01  1.00000000e+01 -1.62039974e-05 
 1.04712855e+01  1.62431636e+02 -2.75608611e-03  1.04712855e+01  4.42134124e+01  1.04712855e+01 -1.69676683e-05 
 1.09647820e+01  1.62431636e+02 -2.88597645e-03  1.09647820e+01  4.42134124e+01  1.09647820e+01 -1.77673299e-05 
 1.14815362e+01  1.62431636e+02 -3.02198833e-03  1.14815362e+01  4.42134124e+01  1.14815362e+01 -1.86046783e-05 
 1.20226443e+01  1.62431636e+02 -3.16441025e-03  1.20226443e+01  4.42134124e+01  1.20226443e+01 -1.94814898e-05 
 1.25892541e+01  1.62431636e+02 -3.31354431e-03  1.25892541e+01  4.42134124e+01  1.25892541e+01 -2.03996241e-05 
 1.31825674e+01  1.62431636e+02 -3.46970685e-03  1.31825674e+01  4.42134124e+01  1.31825674e+01 -2.13610288e-05 
 1.38038426e+01  1.62431636e+02 -3.63322909e-03  1.38038426e+01  4.42134124e+01  1.38038426e+01 -2.23677430e-05 
 1.44543977e+01  1.62431636e+02 -3.80445790e-03  1.44543977e+01  4.42134124e+01  1.44543977e+01 -2.34219023e-05 
 1.51356125e+01  1.62431636e+02 -3.98375648e-03  1.51356125e+01  4.42134124e+01  1.51356125e+01 -2.45257425e-05 
 1.58489319e+01  1.62431636e+02 -4.17150514e-03  1.58489319e+01  4.42134124e+01  1.58489319e+01 -2.56816052e-05 
 1.65958691e+01  1.62431636e+02 -4.36810212e-03  1.65958691e+01  4.42134124e+01  1.65958691e+01 -2.68919419e-05 
 1.73780083e+01  1.62431636e+02 -4.57396443e-03  1.73780083e+01  4.42134124e+01  1.73780083e+01 -2.81593201e-05 
 1.81970086e+01  1.62431636e+02 -4.78952873e-03  1.81970086e+01  4.42134124e+01  1.81970086e+01 -2.94864280e-05 
 1.90546072e+01  1.62431636e+02 -5.01525226e-03  1.90546072e+01  4.42134124e+01  1.90546072e+01 -3.08760805e-05 
 1.99526231e+01  1.62431636e+02 -5.25161382e-03  1.99526231e+01  4.42134124e+01  1.99526231e+01 -3.23312254e-05 
 2.08929613e+01  1.62431636e+02 -5.49911476e-03  2.08929613e+01  4.42134124e+01  2.08929613e+01 -3.38549491e-05 
 2.18776162e+01  1.62431636e+02 -5.75828005e-03  2.18776162e+01  4.42134124e+01  2.18776162e+01 -3.54504837e-05 
